NOM_REG,NOM_PROV,NOM_COM,SHAPE_LENG,DIS_ELEC,CIR_SENA,COD_COMUNA,SHAPE_Le_1,SHAPE_Area,id
Región del Libertador Bernardo O'Higgins,Cardenal Caro,Marchigüe,170038.6242,35,9,6204,170038.6238,658693373.3,1
Región del Libertador Bernardo O'Higgins,Cardenal Caro,Navidad,91273.53448,35,9,6205,91273.53492,301720458,1
Región del Libertador Bernardo O'Higgins,Cardenal Caro,Paredones,137593.9288,35,9,6206,137593.9289,573228610.1,1
Región del Libertador Bernardo O'Higgins,Cardenal Caro,Pichilemu,187804.7116,35,9,6201,187804.7098,716019568.1,1
Región del Libertador Bernardo O'Higgins,Colchagua,Chépica,157701.1415,35,9,6302,157701.1422,482114126.4,1
Región del Libertador Bernardo O'Higgins,Colchagua,Chimbarongo,123299.0218,34,9,6303,123299.0212,507735463.8,1
Región del Libertador Bernardo O'Higgins,Colchagua,Lolol,146275.4515,35,9,6304,146275.4521,597735323.9,1
Región del Libertador Bernardo O'Higgins,Colchagua,Nancagua,74770.99251,35,9,6305,74770.99254,150684173.5,1
Región del Libertador Bernardo O'Higgins,Colchagua,Palmilla,84934.27708,35,9,6306,84934.27746,234308396.3,1
Región del Libertador Bernardo O'Higgins,Colchagua,Peralillo,95845.76846,35,9,6307,95845.76886,282493345.3,1
Región del Libertador Bernardo O'Higgins,Colchagua,Placilla,56061.93375,35,9,6308,56061.93385,144738949.1,1
Región del Libertador Bernardo O'Higgins,Colchagua,Pumanque,110872.2975,35,9,6309,110872.2975,441166934.7,1
Región del Libertador Bernardo O'Higgins,Colchagua,San Fernando,266787.4549,34,9,6301,266787.4542,2319005878,1
Región del Libertador Bernardo O'Higgins,Colchagua,Santa Cruz,127784.8792,35,9,6310,127784.8792,392053862.1,1
Región de Coquimbo,Choapa,Canela,314433.004,9,4,4202,314433.0041,2199167867,1
Región de Coquimbo,Choapa,Illapel,360387.6931,9,4,4201,360387.693,2627509812,1
Región de Coquimbo,Choapa,Los Vilos,281879.7684,9,4,4203,281879.7676,1860301414,1
Región de Coquimbo,Choapa,Salamanca,372597.4287,9,4,4204,372597.4293,3450605363,1
Región de Coquimbo,Elqui,Andacollo,134800.8373,7,4,4103,134800.838,513018071.1,1
Región de Coquimbo,Elqui,Coquimbo,283277.7147,8,4,4102,283277.7142,1431216996,1
Región de Coquimbo,Elqui,La Higuera,494791.9326,7,4,4104,494791.9341,4183927931,1
Región de Coquimbo,Elqui,La Serena,272832.3538,7,4,4101,272832.3533,1906211578,1
Región de Coquimbo,Elqui,Paihuano,209582.2749,7,4,4105,209582.274,1497141888,1
Región de Coquimbo,Elqui,Vicuña,607750.2586,7,4,4106,607750.2584,7601796106,1
Región de Coquimbo,Limarí,Combarbalá,284372.979,9,4,4302,284372.9789,2297377369,1
Región de Coquimbo,Limarí,Monte Patria,383407.3326,9,4,4303,383407.3324,4210264934,1
Región de Coquimbo,Limarí,Punitaqui,232987.5628,9,4,4304,232987.5627,1091598888,1
Región del Libertador Bernardo O'Higgins,Cachapoal,Doñihue,45434.94733,33,9,6105,45434.94722,80238843.46,1
Región del Libertador Bernardo O'Higgins,Cachapoal,Olivar,38304.12816,33,9,6111,38304.12798,43999702.61,1
Región de Coquimbo,Limarí,Ovalle,498574.5523,8,4,4301,498574.5539,3557697141,1
Región de Coquimbo,Limarí,Río Hurtado,319010.5272,8,4,4305,319010.5268,2205842713,1
Región de La Araucanía,Cautín,Carahue,256723.8279,51,15,9102,256723.8283,1341125028,1
Región de La Araucanía,Cautín,Cholchol,122626.4933,51,15,9121,110586.8529,397717479.4,1
Región de La Araucanía,Cautín,Cunco,279935.9995,52,15,9103,279936.0011,1888921670,1
Región de La Araucanía,Cautín,Curarrehue,246981.5409,52,15,9104,246981.5415,1163449753,1
Región de La Araucanía,Cautín,Freire,213151.7175,51,15,9105,213151.7176,938794398.2,1
Región del Libertador Bernardo O'Higgins,Cachapoal,Graneros,56156.62306,33,9,6106,56156.62282,112635054.2,1
Región de La Araucanía,Cautín,Galvarino,142385.8705,49,14,9106,142385.8719,568135024.1,1
Región de La Araucanía,Cautín,Gorbea,164225.3144,52,15,9107,164225.3145,690911077.1,1
Región de La Araucanía,Cautín,Lautaro,235808.0112,49,14,9108,235808.0118,907434999.1,1
Región de La Araucanía,Cautín,Loncoche,224073.6967,52,15,9109,224073.6967,973902708.3,1
Región de La Araucanía,Cautín,Melipeuco,172698.953,49,14,9110,172698.9536,1107733941,1
Región de La Araucanía,Cautín,Nueva Imperial,176551.4208,51,15,9111,177562.2288,763077446.6,1
Región de La Araucanía,Cautín,Padre Las Casas,150680.2795,50,15,9112,150680.2799,402498591.4,1
Región de La Araucanía,Cautín,Perquenco,114785.8561,49,14,9113,114785.8569,331049840,1
Región de La Araucanía,Cautín,Pitrufquén,208032.3888,51,15,9114,208032.3885,578629646,1
Región de La Araucanía,Cautín,Pucón,210477.0927,52,15,9115,210477.0932,1241526957,1
Región de La Araucanía,Cautín,Saavedra,102781.1064,51,15,9116,102781.1063,396804909.2,1
Región de La Araucanía,Cautín,Temuco,113349.942,50,15,9101,113349.9419,465475512.6,1
Región de La Araucanía,Cautín,Teodoro Schmidt,161622.5292,51,15,9117,161622.5296,655793689.5,1
Región de La Araucanía,Cautín,Toltén,158168.411,52,15,9118,158168.4111,853023520.7,1
Región de La Araucanía,Cautín,Vilcún,266438.9946,49,14,9119,266438.9947,1416588404,1
Región de La Araucanía,Cautín,Villarrica,225807.0052,52,15,9120,225807.0046,1299225844,1
Región de La Araucanía,Malleco,Angol,249430.7537,48,14,9201,249430.7541,1199182196,1
Región de La Araucanía,Malleco,Collipulli,273338.6102,48,14,9202,273338.6093,1308557957,1
Región de La Araucanía,Malleco,Curacautín,213490.642,49,14,9203,213490.6413,1658648210,1
Región de Valparaíso,San Felipe,Panquehue,56178.19438,11,5,5704,56136.81324,120274716.3,1
Región del Bío-Bío,Bío-Bío,Mulchén,311947.9084,47,13,8305,311947.9081,1922636447,1
Región del Bío-Bío,Bío-Bío,Nacimiento,191416.3448,47,13,8306,191416.3443,911777084.3,1
Región del Bío-Bío,Bío-Bío,Negrete,77213.54825,47,13,8307,77213.54831,155674588.8,1
Región del Bío-Bío,Bío-Bío,Quilaco,282388.7668,47,13,8308,282388.7673,1126255598,1
Región del Bío-Bío,Bío-Bío,Quilleco,240420.5595,47,13,8309,240420.56,1121994083,1
Región del Bío-Bío,Bío-Bío,San Rosendo,57593.29981,47,13,8310,57593.30021,93389815.63,1
Región del Bío-Bío,Bío-Bío,Santa Bárbara,232964.5041,47,13,8311,232964.5041,1263499645,1
Región del Bío-Bío,Bío-Bío,Tucapel,174044.2756,47,13,8312,174044.2761,910338984.8,1
Región del Bío-Bío,Bío-Bío,Yumbel,175145.5609,42,12,8313,175145.5614,729559410.6,1
Región del Bío-Bío,Concepción,Concepción,87754.41924,44,12,8101,87754.41965,219405166.6,1
Región del Bío-Bío,Concepción,Coronel,127818.3156,45,12,8102,127818.3155,278792379.7,1
Región del Bío-Bío,Concepción,Florida,143484.4866,45,12,8104,143484.4871,607325123.8,1
Región del Bío-Bío,Concepción,Hualpén,48638.90346,43,12,8112,48638.90277,53689374.93,1
Región del Bío-Bío,Concepción,Hualqui,140474.8416,45,12,8105,140474.8419,540906193.1,1
Región del Bío-Bío,Concepción,Lota,65075.9953,46,13,8106,65075.99517,114933175.3,1
Región del Bío-Bío,Concepción,Penco,67200.98338,45,12,8107,67200.98349,108009365,1
Región del Bío-Bío,Concepción,Santa Juana,172500.9997,45,12,8109,172500.9993,777309318.8,1
Región del Bío-Bío,Concepción,Talcahuano,103046.3621,43,12,8110,103046.3636,92470804.17,1
Región del Bío-Bío,Concepción,Tomé,150061.1777,45,12,8111,150061.1787,496144780.4,1
